ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
8370,4107,39.0,1,3,5,3,Nature science bring range despite deep add while physical.,Challenge other daughter small. Whether herself serve. Medical put future set strong answer test.,2023-01-26,2023-02-14,2023-05-12,2023-01-26,456.0,0.0,5.0,False,,"really, choose",Email
8371,3516,34.0,2,6,4,7,Probably wrong lawyer full gas service control.,Figure end how most manager allow debate. Safe plant others. Stock factor exactly.,2024-07-02,2024-07-31,2024-11-02,2024-07-02,696.0,0.0,,False,,"small, pressure",Email
8372,2960,31.0,8,1,3,6,Tough agency to certainly new official where people.,Rest gun official daughter trouble staff Mr. Low summer successful thousand. Middle capital those thing PM office peace.,2023-12-29,2024-01-07,2024-12-14,2023-12-29,216.0,0.0,,False,,"recognize, crime",API
8373,2154,49.0,1,6,4,1,Fill someone room sure a sing production.,Tell wall why action. Seven skin to course push car message. Safe trade myself stay sound.,2024-11-29,2024-12-05,2024-12-14,2024-11-30,144.0,24.0,,False,,"manage, measure",Chat
8374,369,,3,1,1,1,City edge they data head summer computer.,Necessary run fast election. Toward issue seat nearly subject consumer kid.,2024-09-16,2024-10-12,2024-09-19,2024-09-16,624.0,0.0,3.0,True,,"affect, else",Phone
8375,2381,40.0,3,6,1,1,Still fly back particular these develop.,Health reflect customer prevent test note might soon. Now law half open bring. Of partner treat last eye me although.,2023-10-26,2023-11-23,2024-05-18,2023-10-27,672.0,24.0,,True,Complex Technical Issue,"chance, whose",API
8376,3117,38.0,5,1,2,6,What mention present age scientist.,Career here wall feeling year set. Discover just case Republican real.,2024-02-11,2024-03-11,2024-10-29,2024-02-11,696.0,0.0,,False,,"a, large",Phone
8377,700,29.0,7,6,1,7,Without second Republican strategy production measure realize.,Itself according card nor audience beat. Plant how little person military six together.,2023-05-03,,2023-12-21,,,,2.0,False,,"town, most",Phone
8378,3287,44.0,2,6,2,5,Moment doctor leg finish positive decide without.,Stop cut price difference. Owner education there must kid protect everyone modern. Perform bed head coach hard as available tough.,2023-08-12,2023-09-08,2024-04-10,2023-08-12,648.0,0.0,,False,,"remain, one",API
8379,2742,29.0,10,2,5,6,Up ahead truth sign available get character public.,Science country blue across hope soldier. By argue measure view.,2024-01-11,2024-01-22,2024-08-22,2024-01-12,264.0,24.0,4.0,False,SLA Breach Risk,"election, effort",Phone
8380,90,24.0,8,8,4,5,Wish blood per line address trial himself beautiful personal.,Significant life smile four. Clearly sea southern test wonder machine. Always same right paper.,2023-04-15,2023-04-17,2023-04-27,,48.0,,,False,,"environment, since",Portal
8381,3900,17.0,9,6,1,4,Outside stage side nothing piece apply yourself through.,Family company morning eight. Answer professor mean everything record mission. Behind represent former skill century together.,2024-07-11,,2024-09-24,2024-07-12,,24.0,3.0,False,,"determine, series",Phone
8382,1679,17.0,1,3,2,2,Girl recently police long also who.,Campaign experience author radio word interest surface land. Top treat such woman peace score. Art explain my likely character bad front evening.,2024-09-03,2024-09-17,2024-09-21,,336.0,,,False,Manager Required,"show, manage",Chat
8383,3819,2.0,9,6,1,7,Forward six choose memory.,Education someone cut list candidate daughter. Us ask student generation bank may PM.,2024-09-03,2024-09-06,2024-09-12,2024-09-04,72.0,24.0,,False,,"ability, feeling",API
8384,1610,12.0,10,7,5,1,Organization also billion care use toward.,Baby war door price service industry stay.,2023-06-01,2023-06-23,2024-07-12,2023-06-02,528.0,24.0,4.0,False,,"music, guy",Chat
8385,2913,20.0,10,6,4,4,Human area table clear order expert visit kid pass last.,Truth position peace.,2023-05-03,,2023-08-16,2023-05-04,,24.0,,False,,"appear, who",Portal
8386,2473,,7,8,3,4,Lay like put member use we he what.,Continue oil toward weight language energy message. Them arrive pull hour describe.,2024-12-05,2024-12-07,2024-12-10,2024-12-05,48.0,0.0,5.0,False,,"old, indeed",Email
8387,4765,5.0,9,6,2,3,Itself blood operation student whole institution film food.,Outside report against avoid office week history whole. Company listen she reduce ok. Something result far girl course plant toward hard. Mouth employee significant office.,2023-11-18,2023-11-18,2024-07-26,2023-11-19,0.0,24.0,3.0,True,,"right, cup",Email
8388,724,32.0,4,7,4,2,Since street detail fill home woman allow say guess box.,System happy large reach kitchen. Activity second executive style president. Two sure result just difficult argue.,2023-09-08,2023-09-20,2024-07-15,2023-09-08,288.0,0.0,4.0,False,,"trip, spend",Chat
8389,981,26.0,9,8,4,1,Over really accept top minute money.,Challenge foreign network control low. Phone American fall care.,2024-07-21,,2024-11-12,2024-07-22,,24.0,4.0,False,,"work, close",Chat
8390,2356,33.0,3,4,3,2,Study year people key energy administration several sense Congress.,Of ten music special save couple. Economic produce radio if chance produce.,2024-05-04,2024-05-13,2024-09-02,,216.0,,,False,,"ever, stage",Email
8391,4136,21.0,2,6,5,6,Occur meet then certainly manager practice lead red garden.,Wife rest realize matter water. Though property wind she.,2023-07-31,2023-08-28,2024-10-08,2023-08-01,672.0,24.0,,True,,"teach, shoulder",Chat
8392,227,6.0,9,7,5,2,Why hospital western official from data free.,Relate fast organization direction box even approach. Than wrong leave drop. Authority expect pass collection under item. Every half stop learn day check argue technology.,2023-09-16,2023-09-21,2024-12-30,2023-09-16,120.0,0.0,,False,Customer Dissatisfaction,"movie, skill",API
8393,1936,6.0,8,3,5,6,Left feel avoid point.,Mission wind direction under few war stock. Religious image positive against. Eye necessary else.,2023-10-24,2023-10-25,2024-10-07,,24.0,,,False,,"road, suddenly",Email
8394,4843,47.0,6,8,5,3,Whom hot market source.,Step sign issue really. Push big prevent per long day.,2024-03-11,2024-03-21,2024-11-07,,240.0,,,False,,"none, nature",Email
8395,4740,9.0,6,3,5,2,Appear organization capital same commercial.,Available speech pass very since. Sometimes national apply man standard. Interview set middle important pay Republican.,2023-12-01,,2024-09-11,2023-12-02,,24.0,,False,,"probably, reach",Social Media
8396,1226,15.0,2,2,3,3,Hit act plant left second fight action.,Nice wind beat happy. Method simply lawyer result also you give.,2023-06-17,2023-07-16,2023-08-08,2023-06-17,696.0,0.0,3.0,True,,"child, and",Social Media
8397,1596,33.0,2,5,1,1,Threat design in serve later sea mention will chair way.,According ground administration experience live material. My year building across experience network. Opportunity sense attack high event future nearly.,2024-07-03,2024-07-18,2024-11-20,2024-07-04,360.0,24.0,,True,,"clearly, shake",Chat
8398,467,,6,6,5,5,Whatever policy nor only.,Kid third ability and a. Almost condition its risk. Value himself trial together argue morning despite.,2024-04-01,2024-05-01,2024-05-11,2024-04-01,720.0,0.0,,False,,"later, nearly",Email
8399,94,6.0,9,1,4,3,Term talk stay Democrat doctor somebody.,War few employee bar start. Chance despite look trouble throughout. Civil type ability sure good government suggest.,2023-11-20,2023-11-28,2024-01-05,2023-11-21,192.0,24.0,4.0,True,,"dinner, benefit",Email
8400,2350,,1,8,3,2,Upon draw under nothing.,Road stop computer executive term decade whether fast. Hospital agreement step hair area audience whom.,2024-06-20,2024-06-30,2024-11-19,2024-06-21,240.0,24.0,,False,,"price, nothing",Social Media
8401,1118,31.0,8,6,5,5,Beyond dark necessary by site.,Economic crime language health agent on. People just consumer daughter each take.,2023-10-27,2023-11-11,2024-03-14,2023-10-28,360.0,24.0,2.0,False,,"take, that",Chat
8402,4545,,2,3,5,3,Power specific fish air change sit box somebody want cut.,Ball course reduce begin month attack pick.,2024-06-22,,2024-08-02,2024-06-22,,0.0,5.0,True,,"floor, action",Social Media
8403,2191,10.0,1,4,1,6,Money serious maintain red human.,Life fast television fast yet result. Because man end nearly story popular whom focus.,2024-11-03,2024-11-08,2024-11-15,2024-11-03,120.0,0.0,2.0,False,,"human, rest",Social Media
8404,3164,42.0,6,1,4,2,Go time detail strong road agree.,Eight section course girl outside detail. Check inside wall today imagine.,2024-11-27,2024-12-13,2024-12-13,2024-11-28,384.0,24.0,,False,,"decision, travel",Portal
8405,4310,2.0,10,4,4,3,Cut college traditional under set whether.,Exist price Mr station teacher. Claim bag Democrat service down culture past. Collection military themselves later by end.,2023-10-15,2023-10-17,2024-01-29,2023-10-15,48.0,0.0,,False,,"light, account",Email
8406,682,6.0,2,1,3,7,Record loss method camera industry rule thousand recent she.,Someone structure opportunity look reason process turn police. Figure military record heart. Fine size grow large.,2023-08-06,,2024-04-15,2023-08-07,,24.0,,False,Security Concern,"on, later",Social Media
8407,959,30.0,2,5,3,7,Attorney meet product small among enough.,Trip visit soldier book. Husband manager strategy national general meet spring. Protect accept sense trip prepare skin radio eat.,2023-05-17,2023-06-06,2023-11-12,,480.0,,4.0,False,,"democratic, window",Portal
8408,1525,12.0,2,4,5,3,Consumer rule loss group baby prevent.,Commercial follow professor yard consider. Sometimes remember difficult likely brother back miss. To movie child mean head point finally partner.,2024-11-16,2024-11-29,2024-12-28,2024-11-16,312.0,0.0,2.0,False,,"lot, partner",Email
8409,1020,26.0,10,3,4,4,Former score each ready amount trip policy kid thousand.,Power somebody development environment believe course else during.,2023-04-30,2023-05-12,2024-12-24,,288.0,,,True,Complex Technical Issue,"seek, nature",API
8410,4532,25.0,7,6,3,2,Why police fast order choice true fact analysis item.,Office data hot century treatment. Person movement whatever hair movie. Safe authority condition perhaps kind.,2024-12-14,2025-01-12,2024-12-14,,696.0,,1.0,False,,"career, she",Chat
8411,4820,13.0,1,6,1,7,Project doctor pressure treatment ground statement meeting sign American.,Save agency third. Which instead whose very then growth red. Art drive have agent society single expect. Citizen institution current child same pass.,2024-08-06,,2024-12-14,2024-08-06,,0.0,3.0,False,,"lay, politics",Portal
8412,2615,21.0,8,5,2,2,Beautiful herself month seven poor blue cost relate any.,Us student none what. Goal part smile agent option.,2024-04-06,2024-04-16,2024-09-04,2024-04-06,240.0,0.0,3.0,False,,"economy, evidence",Chat
8413,1450,8.0,4,8,5,6,Couple investment feel animal writer piece note choose opportunity.,Result I often also serve main mother. Collection be member.,2024-10-30,2024-11-18,2024-11-11,2024-10-30,456.0,0.0,1.0,False,,"listen, most",Email
8414,941,14.0,8,6,2,2,Difficult arm market none energy item should.,Per eight recent now. Phone any Mr agent. View public senior even after support occur.,2024-03-15,2024-03-26,2024-07-13,2024-03-16,264.0,24.0,2.0,False,,"adult, answer",Social Media
8415,2949,13.0,1,3,2,6,Late run word benefit friend effort allow growth site.,House between right ten. Born race defense staff.,2023-10-11,2023-10-15,2024-10-13,2023-10-11,96.0,0.0,1.0,False,,"loss, begin",Social Media
8416,3477,27.0,2,6,1,3,Example boy could after.,Friend responsibility car available finish memory report culture. Government third future share see off. Never finally leader include run.,2023-09-03,2023-09-05,2024-01-20,2023-09-03,48.0,0.0,,False,,"central, line",API
8417,3862,18.0,3,3,2,5,Cost drive recent firm station.,Join involve your type significant agency east. Buy future themselves available town resource.,2024-07-03,2024-07-05,2024-08-02,2024-07-04,48.0,24.0,2.0,False,,"issue, open",Phone
8418,89,14.0,3,6,1,5,Maintain return buy north spend other.,Nation agree positive wind Democrat administration note. Stop sister reach man. Than like apply adult four vote short.,2024-07-07,,2024-10-24,2024-07-08,,24.0,,False,,"five, security",Phone
8419,1100,43.0,2,7,2,1,Value young laugh assume example bank together baby although sign.,Eat camera source stage guess. Perhaps response future determine she bank other.,2023-03-03,2023-03-24,2023-09-29,2023-03-04,504.0,24.0,1.0,True,,"newspaper, else",Phone
8420,183,24.0,3,3,3,5,Administration exist story capital act manager affect model.,Religious town difficult capital thing determine attorney. Ability behind suddenly remember agree significant sense.,2023-09-07,2023-10-06,2024-11-10,2023-09-07,696.0,0.0,2.0,False,,"student, today",API
8421,274,47.0,3,8,3,3,Place station during ago someone generation his current already.,Film executive floor specific hour measure. Leave know today. Husband its suggest let stage indeed he.,2023-02-12,,2023-03-29,2023-02-13,,24.0,2.0,False,,"research, bad",Portal
8422,3211,,7,3,5,1,Discussion artist remember report production suggest since throughout necessary.,Phone parent collection gas free station western. Few discussion trial remain public public. Matter carry north summer.,2024-10-01,2024-10-29,2024-11-27,2024-10-02,672.0,24.0,,False,,"sign, tell",API
8423,1158,,9,5,4,2,Church eye small tonight recognize.,Time figure age white vote fire point. Value edge natural read author age. Land material individual place structure.,2024-08-30,2024-09-14,2024-10-03,2024-08-31,360.0,24.0,,True,,"executive, as",API
8424,4872,39.0,3,2,1,4,First practice wide upon total bag check environment picture alone.,Particularly manage movement beautiful. Century group space car detail. On better region experience more choice.,2023-03-25,2023-04-08,2023-09-24,2023-03-26,336.0,24.0,,False,,"manager, difference",Chat
