opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
3047,3805,28,2,Deal with Herman-Love,Prospecting,Open,114427,55,62934.850000000006,2024-01-27,2024-08-19,2024-09-29,Competitor B,Would surface we north doctor second long by man politics.,Finally increase west total.
3048,4896,50,3,Deal with Lewis PLC,Closed Won,Qualified,206928,58,120018.23999999999,2024-06-10,2024-12-27,2024-10-26,In-house,Sound speech rule end thought keep itself on poor.,Expect win others relate parent.
3049,1895,20,11,Deal with Oconnell PLC,Closed Lost,Closed Lost,445773,47,209513.31,2024-12-04,2025-11-14,2024-12-08,None,Beat relate trouble Republican young black.,Beyond room employee try.
3050,4465,43,9,"Deal with May, Stevens and Smith",Qualification,Closed Won,253600,80,202880.0,2023-02-13,2024-01-09,2024-11-12,None,Court attention represent believe along fall art bad where society east.,Worker network north manager.
3051,297,26,6,"Deal with Jones, Ruiz and Brown",Proposal,Closed Won,254658,16,40745.28,2023-07-14,2024-02-23,2024-04-18,Competitor B,Factor performance perhaps oil.,Wide so respond spring once television.
3052,2868,9,10,Deal with Rodgers-Miller,Closed Lost,Closed Won,36256,73,26466.88,2024-05-09,2024-08-10,2024-09-23,Competitor A,Agreement institution race hit thousand goal may month along.,Matter someone seat.
3053,2537,9,2,"Deal with Myers, Sellers and Love",Negotiation,Proposal Sent,382225,81,309602.25,2024-04-27,2024-11-23,2024-05-07,Competitor A,Begin when speak type item guy around rock answer player.,By case edge actually hospital many mouth different.
3054,2496,49,2,Deal with Leon-Scott,Closed Won,Proposal Sent,374456,35,131059.59999999999,2023-10-14,2024-05-20,2023-12-14,None,Ever central true own member fact low listen.,Group health staff environment focus hundred conference.
3055,4038,34,3,"Deal with Phillips, Frederick and Carroll",Proposal,Closed Won,122891,59,72505.69,2023-06-19,2024-06-10,2023-07-24,In-house,Worker agent official easy black daughter in.,Standard reflect upon Mr crime she.
3056,2370,26,5,Deal with Nguyen LLC,Qualification,Negotiation,153209,51,78136.59,2023-04-30,2024-02-25,2024-05-25,Competitor C,Age each movie impact wonder.,Week before door.
3057,1513,11,9,"Deal with Adams, Stanley and Mendez",Negotiation,Proposal Sent,137225,51,69984.75,2023-10-22,2024-10-21,2023-12-14,Competitor B,Hotel style represent better least share difficult appear.,Paper red seem young smile later.
3058,3536,17,5,"Deal with Conrad, Taylor and Hernandez",Prospecting,Qualified,194761,90,175284.9,2024-11-24,2025-11-07,2024-12-13,None,Husband avoid position culture PM create.,Know inside beat too.
3059,828,21,4,Deal with Mcdonald Inc,Prospecting,Closed Won,374529,22,82396.38,2023-10-14,2024-08-17,2024-10-03,Competitor A,Begin page blue defense stand exactly the finish whatever voice word.,Son out it such.
3060,1245,30,10,"Deal with Dean, Barber and Pearson",Negotiation,Closed Won,393499,65,255774.35,2024-05-07,2024-07-15,2024-05-27,In-house,Worry build adult body she treatment line response lay.,Choose control matter beat save.
3061,4246,31,4,Deal with Payne Ltd,Negotiation,Qualified,94097,46,43284.62,2023-05-30,2024-03-30,2024-05-18,Competitor C,Floor dog north one attorney.,List country try situation.
3062,4722,16,2,Deal with Wang Group,Negotiation,Qualified,468799,34,159391.66,2024-11-05,2025-01-16,2024-12-16,Competitor A,Statement kitchen hotel go player miss office.,Position realize rate task later collection.
3063,650,46,2,Deal with Bryant Ltd,Proposal,Proposal Sent,109717,86,94356.62,2024-08-29,2025-03-14,2024-10-17,In-house,Care even life star carry strategy.,Feeling stage politics risk.
3064,3933,2,10,Deal with Nelson-Moore,Proposal,Negotiation,37049,31,11485.19,2024-07-05,2024-11-17,2024-09-22,In-house,Relate action million green media attack team.,First probably bill yes someone wall material.
3065,2485,41,9,"Deal with Thompson, Howell and Larson",Negotiation,Negotiation,489740,86,421176.39999999997,2024-06-13,2025-02-23,2024-09-27,Competitor C,In lay then force task standard others.,Again not east success.
3066,2429,19,9,"Deal with Dudley, Rice and Taylor",Closed Lost,Qualified,195435,30,58630.5,2023-02-07,2024-01-12,2024-12-06,Competitor C,Actually window property country eat herself because type sell radio.,Help especially these night stock save field.
3067,4211,24,7,Deal with Trujillo-Miller,Proposal,Closed Lost,328863,74,243358.62,2024-08-13,2025-07-27,2024-12-02,None,Will article more significant ten upon build own may.,Like range couple rest win break view resource.
3068,1674,5,8,Deal with Walker-Mccann,Closed Lost,Proposal Sent,72878,51,37167.78,2024-06-02,2024-07-03,2024-11-17,None,Where bring matter view my loss.,Organization past reason another job.
3069,2890,42,11,Deal with Burton PLC,Prospecting,Qualified,89238,12,10708.56,2023-04-28,2023-11-05,2023-12-22,In-house,Fear often job day everything design into century general.,Week painting large start enjoy position.
3070,4686,24,7,Deal with Williams and Sons,Closed Lost,Closed Won,167929,29,48699.409999999996,2023-04-15,2023-11-10,2023-10-05,None,Church population make surface boy trip computer.,Heavy sense Mr effort economic.
3071,4421,12,3,Deal with Alexander and Sons,Closed Lost,Negotiation,445560,65,289614.0,2024-06-21,2025-04-06,2024-10-12,In-house,Affect green father just sister test rule enjoy weight deep.,Report up treat court be.
3072,1070,3,8,Deal with Hood-Gutierrez,Qualification,Closed Lost,274932,56,153961.92,2024-05-19,2024-12-27,2024-06-11,Competitor A,Back international media street bar think question.,Worry range many suffer.
3073,2560,42,2,Deal with Saunders Group,Closed Won,Closed Won,81403,86,70006.58,2024-10-18,2025-03-03,2024-12-04,Competitor B,Four tax detail college lawyer stay political hand.,Movie world factor of production.
3074,2473,35,3,"Deal with Gordon, Montgomery and Hamilton",Prospecting,Open,9254,27,2498.5800000000004,2024-01-07,2024-05-06,2024-05-24,Competitor C,Attention program begin institution whose.,Point window choice thousand woman onto.
3075,1239,2,6,"Deal with Robinson, Ferguson and Erickson",Closed Lost,Qualified,475524,19,90349.56,2023-02-22,2023-09-13,2023-05-23,Competitor C,Point sport give production popular during town conference choice gas.,Town assume age beat show coach.
3076,362,24,11,"Deal with Scott, Le and Davis",Negotiation,Negotiation,55932,81,45304.920000000006,2024-08-12,2025-04-20,2024-09-20,None,Important before magazine production common rule society return box young.,Former concern and interest detail plan by.
3077,2454,37,6,Deal with Craig Group,Prospecting,Negotiation,164972,88,145175.36000000002,2023-10-07,2024-01-29,2024-05-24,Competitor C,Several floor discover growth nice care garden sense scientist although.,Old money with there individual mind.
3078,2753,34,11,Deal with Smith and Sons,Negotiation,Negotiation,348493,15,52273.95,2023-02-25,2023-12-22,2023-12-16,Competitor A,Dinner everybody how last ready artist note.,Also whom prevent thus drop free.
3079,4102,24,7,"Deal with Bryant, Banks and Nichols",Proposal,Closed Lost,146058,27,39435.66,2024-07-05,2025-02-14,2024-07-26,Competitor A,Decide recent middle inside more.,Culture idea little send meet adult.
3080,1682,36,1,"Deal with Mendez, Parsons and Walker",Closed Lost,Closed Lost,421247,15,63187.049999999996,2023-12-23,2024-03-19,2024-07-13,In-house,Fund most a follow themselves agency.,Doctor guy purpose offer smile watch certain.
3081,2364,20,3,"Deal with Lambert, Arroyo and Martinez",Proposal,Qualified,415314,41,170278.74,2024-04-30,2025-04-10,2024-12-10,Competitor C,Including bit discuss worker weight.,Audience against word Mrs his into.
3082,2699,15,9,Deal with Davis PLC,Proposal,Negotiation,230158,45,103571.1,2024-02-19,2024-05-14,2024-08-25,Competitor B,Exist add truth change yeah get several to sea.,Dinner agent reach car easy box.
3083,840,17,10,Deal with Tran Group,Closed Won,Negotiation,360356,49,176574.44,2023-05-15,2024-05-04,2023-06-16,Competitor A,Attention build red word myself resource.,Argue place particular ago particularly place time.
3084,1418,41,3,"Deal with Jackson, Benton and Anderson",Qualification,Proposal Sent,405308,18,72955.44,2024-04-12,2024-10-06,2024-06-22,Competitor A,Court Mr economy area concern analysis action indeed voice deal investment.,Race writer to.
3085,2853,24,5,"Deal with Smith, Taylor and Gutierrez",Prospecting,Closed Lost,333963,73,243792.99,2024-05-28,2025-05-21,2024-06-17,Competitor A,Best fill attack without final citizen person whole.,Election off employee the interesting security list where.
3086,3763,28,7,"Deal with Morgan, Harding and Gonzales",Negotiation,Qualified,268424,77,206686.48,2023-02-14,2023-05-24,2024-12-02,Competitor C,Tree structure but yard run political crime rich certainly.,Mr southern rate you.
3087,3515,39,12,Deal with Case PLC,Closed Won,Closed Lost,101485,28,28415.800000000003,2023-03-19,2023-09-09,2023-12-21,Competitor C,Pick sense light test tough drug.,Watch son war break item many check.
3088,368,41,2,Deal with Bowen Group,Negotiation,Qualified,115518,19,21948.420000000002,2024-04-09,2024-05-29,2024-07-10,Competitor C,Such Mr follow back land many trade.,Marriage could situation anyone future hit cause.
3089,3319,7,11,"Deal with Anderson, Riley and Hubbard",Closed Won,Qualified,88619,14,12406.660000000002,2023-05-23,2024-03-05,2024-07-27,In-house,When majority require kid receive she half country newspaper.,Join kitchen blue seven majority song.
3090,4067,9,1,Deal with Harris-Harris,Closed Lost,Negotiation,370663,44,163091.72,2024-01-08,2024-02-20,2024-03-05,In-house,Risk tax fact scientist least change will.,Court yeah radio catch charge it.
3091,3482,13,9,Deal with Phillips Group,Prospecting,Open,467545,31,144938.95,2024-08-16,2025-02-20,2024-10-27,In-house,Develop piece save difference card home.,Sing dark case itself.
3092,2099,41,9,"Deal with Kaufman, Smith and Abbott",Negotiation,Proposal Sent,203969,80,163175.2,2024-09-11,2025-01-10,2024-12-06,Competitor C,Green suddenly imagine idea change road sound which.,Lot help reach shake view stay power.
3093,3736,20,12,"Deal with Robinson, Rosales and Baker",Negotiation,Qualified,156830,25,39207.5,2024-06-08,2024-11-02,2024-10-14,Competitor C,Should view design indeed usually above present series write call any.,Group senior us total.
3094,940,16,6,Deal with Fuller-Burgess,Prospecting,Open,46447,21,9753.869999999999,2024-04-21,2024-12-10,2024-10-26,Competitor C,Seat capital just early try difficult big trouble life public.,Opportunity perhaps ever.
3095,2816,31,4,"Deal with Hunt, Morris and Smith",Negotiation,Negotiation,103045,60,61827.0,2024-07-04,2025-01-26,2024-11-10,Competitor C,Say soon kid wonder full.,Return pull admit.
3096,1189,14,6,Deal with Burns-King,Prospecting,Proposal Sent,9814,79,7753.06,2023-06-05,2023-09-28,2024-09-25,Competitor A,Significant child nor newspaper network off reflect.,Positive management really role.
3097,3646,20,11,Deal with Zimmerman-Alvarez,Negotiation,Negotiation,34150,37,12635.5,2024-01-19,2024-09-06,2024-08-14,Competitor A,Easy should protect place through mouth fast ground compare.,Effort any would history wall far.
3098,2797,5,8,Deal with Potter Group,Negotiation,Negotiation,460640,39,179649.6,2023-07-21,2024-02-01,2024-01-11,None,Wrong pretty would describe enjoy tonight.,Manage decision message guy.
3099,3865,6,7,Deal with Gonzalez-Olsen,Negotiation,Proposal Sent,446277,85,379335.45,2024-11-10,2025-05-26,2024-11-28,Competitor C,Situation just their year political to science.,Inside something relate reduce.
3100,1607,38,4,Deal with Rodriguez-Madden,Qualification,Qualified,191158,35,66905.3,2024-01-19,2024-10-15,2024-12-25,Competitor A,Performance road shake still cup impact trade region truth.,Wear political success mother list upon.
3101,4355,32,9,"Deal with Reynolds, Bradford and Williams",Negotiation,Open,439573,75,329679.75,2023-09-22,2024-06-28,2023-10-27,In-house,Involve prepare personal onto may hit very beautiful feel explain.,Alone summer mean our short study science matter.
3102,320,6,4,"Deal with Reynolds, Anderson and Patel",Proposal,Open,270347,77,208167.19,2024-02-03,2024-08-29,2024-12-12,None,Report allow blue travel end who cold box imagine foot.,Bag still upon arrive offer.
3103,3026,22,8,Deal with Shields-Schwartz,Proposal,Closed Lost,269912,85,229425.19999999998,2024-01-27,2024-11-30,2024-11-17,Competitor A,But away modern resource wall school less.,Evidence culture environmental before.
3104,3043,21,7,"Deal with Richardson, Kelly and Kirk",Qualification,Closed Lost,112249,62,69594.38,2024-02-06,2024-09-04,2024-12-18,In-house,Especially better suffer agency teach.,Least position receive history model everybody career.
3105,4276,24,5,Deal with Macdonald-Oliver,Closed Won,Negotiation,317924,23,73122.52,2023-11-07,2024-01-04,2024-11-26,Competitor A,Authority age opportunity lot treat identify.,Through dark eye wife day beyond.
3106,3398,4,11,Deal with Doyle and Sons,Proposal,Closed Won,428358,60,257014.8,2023-05-24,2023-09-29,2024-01-17,Competitor B,Today write learn business head season thank heart project seven kind.,Activity various success return instead similar development.
3107,2359,21,2,"Deal with Smith, Davis and Perkins",Closed Lost,Negotiation,185578,89,165164.42,2023-03-12,2023-11-01,2023-05-03,Competitor C,Front group star ago heart situation.,Ability decision need miss.
3108,4704,42,7,"Deal with Johnson, Ortiz and Graham",Qualification,Closed Won,277846,89,247282.94,2023-11-06,2024-05-05,2024-11-11,None,Road especially skill speech challenge market only.,Buy rule card turn.
3109,55,33,6,Deal with Morris PLC,Proposal,Qualified,74937,77,57701.49,2023-07-23,2024-01-08,2023-08-22,Competitor A,Memory enough sit per star inside hear glass.,Myself picture mind operation.
3110,424,48,11,"Deal with Bowers, Huffman and Williams",Negotiation,Proposal Sent,472014,59,278488.26,2024-02-22,2024-11-22,2024-04-12,Competitor A,Military mind thought gun size cup particularly magazine.,Environment fill share several those plant wear raise.
3111,327,30,5,"Deal with Robertson, Burke and Porter",Closed Lost,Closed Lost,130747,41,53606.27,2023-06-23,2023-12-24,2023-07-29,In-house,Idea them standard prepare capital.,Oil while clear sometimes.
3112,3977,23,12,Deal with Wood Inc,Negotiation,Qualified,323985,33,106915.05,2023-10-03,2024-04-05,2024-05-18,Competitor A,How another ball everything rate season significant course fill.,Appear listen research very surface tell rest avoid.
3113,4400,6,11,Deal with Rowland-Ware,Closed Lost,Negotiation,277937,54,150085.98,2024-04-26,2025-02-05,2024-09-19,None,Event available bed yes check citizen.,Meet hard fine whom.
