conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
2071,8362,6,Opportunity,2024-12-07,7415,5761,95363,SEO -> Lead -> Upsell,Last Touch,7,42
2072,8364,14,SQL,2024-03-17,9837,22639,53747,Social Media -> Lead -> Lead,Position Based,2,39
2073,8365,43,Opportunity,2024-02-22,6530,8033,23878,Social Media -> Lead -> Lead,First Touch,5,264
2074,8367,10,MQL,2024-01-06,4823,31823,73189,Social Media -> Lead -> Customer,First Touch,10,167
2075,8370,43,Customer,2023-10-08,2735,35006,6816,Social Media -> Lead -> MQL,Time Decay,6,117
2076,8375,12,Upsell,2023-10-24,6084,39076,36829,Events -> Lead -> Customer,First Touch,10,113
2077,8379,4,Opportunity,2024-11-18,1615,5522,66902,Email -> Lead -> Lead,Position Based,1,263
2078,8384,3,Upsell,2023-03-10,4777,25710,17081,Influencer -> Lead -> Customer,Time Decay,7,300
2079,8387,28,Opportunity,2024-12-21,2496,35655,12767,Display -> Lead -> Lead,Last Touch,6,153
2080,8389,3,MQL,2023-10-13,7439,43108,62554,Influencer -> Lead -> Lead,Last Touch,1,114
2081,8390,31,Upsell,2024-02-22,7805,16290,44111,Paid Search -> Lead -> SQL,Last Touch,3,270
2082,8398,27,Upsell,2024-05-20,3244,34332,70212,SEO -> Lead -> MQL,Last Touch,6,237
2083,8401,16,Upsell,2024-11-16,8626,19654,37149,Paid Search -> Lead -> Lead,Last Touch,3,75
2084,8405,40,SQL,2024-08-17,852,37028,99699,Email -> Lead -> Customer,Time Decay,5,158
2085,8408,21,Lead,2024-09-15,1056,16934,22674,Influencer -> Lead -> Upsell,Time Decay,8,46
2086,8414,43,Opportunity,2024-04-01,6000,7731,67078,Social Media -> Lead -> SQL,Last Touch,7,196
2087,8416,12,Opportunity,2024-01-07,9989,35149,7845,Events -> Lead -> MQL,Time Decay,6,201
2088,8418,16,Opportunity,2024-09-19,8100,17816,21531,Paid Search -> Lead -> Upsell,First Touch,3,217
2089,8436,12,SQL,2024-09-16,6268,31004,53104,Events -> Lead -> Lead,Time Decay,1,97
2090,8437,38,Customer,2023-12-16,9251,48209,48599,Direct Mail -> Lead -> MQL,Linear,8,238
2091,8446,46,Upsell,2023-07-28,7903,1696,22737,Social Media -> Lead -> Customer,Linear,9,140
2092,8447,21,Opportunity,2023-10-26,7821,45070,88776,Influencer -> Lead -> MQL,First Touch,9,85
2093,8460,8,SQL,2024-11-15,8996,13129,94526,Influencer -> Lead -> MQL,First Touch,6,316
2094,8467,6,MQL,2024-11-30,105,17587,85895,SEO -> Lead -> Opportunity,Linear,8,34
2095,8470,50,Opportunity,2024-11-30,386,8851,89183,Influencer -> Lead -> MQL,Time Decay,6,69
2096,8471,17,Opportunity,2024-05-27,1054,39260,25602,Events -> Lead -> Opportunity,Time Decay,1,321
2097,8472,25,Upsell,2024-10-25,7557,29340,5726,Direct Mail -> Lead -> Lead,Last Touch,1,43
2098,8476,47,Lead,2024-12-27,3796,30320,4234,Influencer -> Lead -> Lead,Time Decay,5,242
2099,8480,5,Upsell,2024-05-18,7792,35065,44379,Influencer -> Lead -> Lead,Position Based,1,302
2100,8481,13,MQL,2024-06-11,7660,20175,93744,SEO -> Lead -> Lead,First Touch,4,133
2101,8486,32,Opportunity,2023-09-20,4487,11810,15201,Influencer -> Lead -> Lead,Time Decay,10,269
2102,8495,44,Customer,2024-02-27,9839,19800,28469,Influencer -> Lead -> Upsell,First Touch,4,338
2103,8496,39,Customer,2023-09-27,1025,7167,56948,Content Marketing -> Lead -> Upsell,Linear,8,120
2104,8497,38,SQL,2023-12-01,9742,45147,79051,Direct Mail -> Lead -> Customer,First Touch,6,210
2105,8501,15,SQL,2023-12-07,5445,9949,35472,Paid Search -> Lead -> SQL,Position Based,10,57
2106,8508,49,MQL,2024-12-26,3022,37339,1223,Display -> Lead -> Opportunity,Position Based,6,108
2107,8509,19,SQL,2024-05-09,1563,32657,71517,Influencer -> Lead -> Opportunity,Last Touch,6,284
2108,8514,39,Opportunity,2024-03-10,2026,667,64153,Content Marketing -> Lead -> Opportunity,First Touch,8,261
2109,8515,36,SQL,2024-10-29,8534,13108,68752,Direct Mail -> Lead -> Upsell,Position Based,2,124
2110,8526,12,Lead,2024-09-07,6096,10364,99208,Events -> Lead -> Opportunity,Linear,2,23
2111,8528,28,Customer,2024-12-22,7058,26582,87833,Display -> Lead -> Customer,Position Based,4,326
2112,8530,6,Customer,2024-11-10,1961,2137,73266,SEO -> Lead -> Upsell,Position Based,7,248
2113,8541,42,Opportunity,2024-08-30,4321,36860,62850,Direct Mail -> Lead -> Customer,Linear,2,64
2114,8552,49,Upsell,2024-12-22,1655,40009,64223,Display -> Lead -> SQL,Last Touch,3,10
2115,8553,18,Lead,2024-11-26,3941,13092,96517,Webinars -> Lead -> Opportunity,Linear,6,238
2116,8556,31,Upsell,2024-04-28,4699,4739,56419,Paid Search -> Lead -> Opportunity,Position Based,5,121
2117,8560,20,Customer,2024-10-14,2290,20933,38290,Influencer -> Lead -> Lead,Position Based,8,360
2118,8567,16,MQL,2024-10-09,8927,11857,83366,Paid Search -> Lead -> SQL,Last Touch,4,44
2119,8575,12,Opportunity,2024-01-12,4918,21790,86604,Events -> Lead -> MQL,Time Decay,3,126
2120,8576,13,Customer,2024-10-27,4403,47467,28205,SEO -> Lead -> Customer,Linear,9,104
2121,8577,40,SQL,2023-09-20,4979,43740,36101,Email -> Lead -> Customer,Time Decay,4,102
2122,8584,37,MQL,2024-11-12,2965,1044,49212,Events -> Lead -> Lead,Time Decay,5,317
2123,8591,22,Opportunity,2024-04-12,7571,41778,78214,Display -> Lead -> Customer,Last Touch,10,4
2124,8594,27,SQL,2024-10-12,1940,45444,69775,SEO -> Lead -> Lead,First Touch,8,30
2125,8598,2,Lead,2024-03-25,1213,11368,74785,Direct Mail -> Lead -> Upsell,Position Based,8,147
2126,8604,16,Lead,2024-12-13,666,15954,2227,Paid Search -> Lead -> Upsell,Time Decay,1,258
2127,8612,45,Opportunity,2024-01-31,2782,27608,63370,Direct Mail -> Lead -> Customer,Position Based,3,112
2128,8616,46,Opportunity,2024-07-11,9042,26415,81700,Social Media -> Lead -> Customer,Linear,5,335
2129,8621,12,Upsell,2023-11-23,3615,49592,80303,Events -> Lead -> Customer,Linear,10,291
2130,8624,19,SQL,2024-12-13,5486,37098,44994,Influencer -> Lead -> Upsell,Time Decay,6,140
2131,8627,12,Customer,2023-12-29,5462,21647,77525,Events -> Lead -> Upsell,Time Decay,1,138
2132,8634,8,Customer,2024-01-20,1789,8540,17536,Influencer -> Lead -> Customer,Position Based,6,60
2133,8638,1,Customer,2024-11-12,9464,40734,69414,Display -> Lead -> MQL,Position Based,1,45
2134,8642,2,Customer,2024-06-12,6656,20744,99165,Direct Mail -> Lead -> Customer,Linear,2,252
2135,8646,46,Upsell,2023-11-16,7875,17529,16902,Social Media -> Lead -> Customer,Position Based,1,325
2136,8647,32,Upsell,2024-07-10,6626,18165,78342,Influencer -> Lead -> Upsell,Last Touch,6,223
2137,8653,44,MQL,2024-05-14,2899,42655,20581,Influencer -> Lead -> Customer,Time Decay,1,114
2138,8656,49,Lead,2024-12-22,5808,47802,64757,Display -> Lead -> Lead,Position Based,9,8
2139,8657,6,MQL,2024-08-09,6999,32665,24927,SEO -> Lead -> Customer,Linear,10,273
2140,8659,5,SQL,2024-06-16,9768,44081,87746,Influencer -> Lead -> Customer,Last Touch,5,171
2141,8671,50,Opportunity,2024-12-14,663,1393,42277,Influencer -> Lead -> Customer,Time Decay,3,357
2142,8674,32,MQL,2024-04-24,1532,17897,3817,Influencer -> Lead -> MQL,Last Touch,4,232
2143,8675,48,Opportunity,2024-06-25,697,8336,13266,Social Media -> Lead -> Customer,Position Based,3,188
2144,8677,47,SQL,2024-04-30,1509,37038,40238,Influencer -> Lead -> MQL,Time Decay,8,260
2145,8679,30,Lead,2024-12-10,9896,20194,10715,Influencer -> Lead -> Lead,Last Touch,10,32
2146,8682,46,Customer,2024-11-13,6173,30416,11679,Social Media -> Lead -> MQL,Linear,6,2
2147,8683,19,Opportunity,2024-12-01,6086,18433,90723,Influencer -> Lead -> Lead,Last Touch,7,300
2148,8688,39,Upsell,2024-05-27,5396,16610,76048,Content Marketing -> Lead -> Customer,First Touch,7,234
2149,8690,13,Customer,2024-11-11,391,27774,16693,SEO -> Lead -> Customer,Time Decay,10,115
2150,8692,7,Lead,2024-12-12,224,8126,51578,Influencer -> Lead -> Opportunity,First Touch,6,157
2151,8694,43,Upsell,2023-10-31,6920,31408,25038,Social Media -> Lead -> Lead,Time Decay,10,218
2152,8697,37,MQL,2024-10-07,7729,21777,2592,Events -> Lead -> MQL,First Touch,1,17
2153,8702,10,SQL,2024-08-27,6737,40513,76846,Social Media -> Lead -> Opportunity,Linear,1,16
2154,8704,24,Opportunity,2024-03-02,3422,20326,65655,SEO -> Lead -> MQL,Linear,6,315
2155,8705,21,SQL,2023-10-30,716,19105,54447,Influencer -> Lead -> Opportunity,Last Touch,7,204
2156,8706,48,Customer,2024-04-22,599,15191,94696,Social Media -> Lead -> MQL,Position Based,5,83
2157,8708,1,Customer,2024-09-23,4648,48596,84038,Display -> Lead -> Customer,Linear,7,63
2158,8709,3,Customer,2024-08-03,811,18559,52675,Influencer -> Lead -> Customer,Position Based,8,186
2159,8713,42,MQL,2024-12-10,3732,22709,9803,Direct Mail -> Lead -> Lead,Last Touch,1,230
2160,8719,48,Upsell,2024-05-02,7745,8310,96492,Social Media -> Lead -> MQL,Time Decay,6,276
2161,8720,42,Customer,2024-10-04,6395,47486,68101,Direct Mail -> Lead -> Lead,Position Based,2,329
2162,8724,5,Customer,2024-11-16,9112,977,38517,Influencer -> Lead -> Opportunity,First Touch,2,45
2163,8732,9,Lead,2024-09-19,2761,6606,27575,Webinars -> Lead -> Opportunity,Linear,2,162
2164,8736,24,Upsell,2024-08-19,6292,760,31951,SEO -> Lead -> Lead,Linear,10,177
2165,8742,32,SQL,2024-01-06,9819,9225,68215,Influencer -> Lead -> SQL,First Touch,9,11
2166,8747,36,MQL,2024-12-03,4385,39122,99009,Direct Mail -> Lead -> Lead,Position Based,4,114
2167,8748,47,Upsell,2024-04-07,3589,8485,1642,Influencer -> Lead -> Upsell,Linear,5,116
2168,8749,26,Upsell,2023-10-28,5703,26383,42009,SEO -> Lead -> Customer,Time Decay,9,250
2169,8750,39,Customer,2023-12-28,236,5443,76478,Content Marketing -> Lead -> Customer,Linear,6,209
2170,8753,9,Opportunity,2024-02-10,9893,22789,49385,Webinars -> Lead -> Lead,Last Touch,10,314
2171,8754,29,Lead,2023-09-24,4126,29592,27131,Influencer -> Lead -> Upsell,First Touch,2,301
2172,8759,35,SQL,2024-11-11,9959,46162,3273,Events -> Lead -> MQL,Linear,3,279
2173,8763,10,SQL,2024-08-11,672,21417,34568,Social Media -> Lead -> Lead,Position Based,5,175
2174,8768,42,Lead,2024-03-17,8444,23701,22928,Direct Mail -> Lead -> Customer,Time Decay,5,295
2175,8773,26,Upsell,2024-09-28,708,3622,62010,SEO -> Lead -> SQL,First Touch,3,69
2176,8780,25,Opportunity,2024-10-29,7534,20613,15195,Direct Mail -> Lead -> Upsell,Last Touch,9,66
2177,8782,27,Customer,2024-07-16,9084,45575,74356,SEO -> Lead -> Customer,First Touch,8,246
2178,8794,20,Opportunity,2024-11-13,5305,2968,29916,Influencer -> Lead -> Lead,Last Touch,8,285
2179,8795,16,SQL,2024-11-06,3622,48616,69141,Paid Search -> Lead -> Opportunity,Linear,7,280
2180,8797,43,SQL,2024-12-08,7267,45091,37072,Social Media -> Lead -> Customer,First Touch,10,224
2181,8801,8,Upsell,2024-02-08,1779,21061,39682,Influencer -> Lead -> Customer,Last Touch,5,113
2182,8817,31,Opportunity,2024-01-30,6339,23875,59988,Paid Search -> Lead -> Lead,Linear,2,95
2183,8821,3,SQL,2023-07-16,1643,13734,31814,Influencer -> Lead -> Customer,Last Touch,2,315
2184,8824,30,Opportunity,2024-09-04,2289,36199,60479,Influencer -> Lead -> Upsell,Time Decay,7,251
2185,8825,33,MQL,2024-08-12,484,4483,98331,Display -> Lead -> Opportunity,Position Based,10,15
2186,8831,22,Customer,2024-02-24,8181,24231,44767,Display -> Lead -> SQL,First Touch,2,143
2187,8844,8,Upsell,2024-09-29,2587,5216,69784,Influencer -> Lead -> SQL,Last Touch,8,77
2188,8856,14,Customer,2024-05-23,5515,17890,6053,Social Media -> Lead -> Opportunity,Position Based,10,235
2189,8863,6,Upsell,2024-12-18,6538,19394,90437,SEO -> Lead -> Opportunity,Position Based,8,193
2190,8865,29,SQL,2024-06-14,1510,18392,38769,Influencer -> Lead -> Upsell,Time Decay,10,111
2191,8870,50,Customer,2024-10-13,1327,9289,45234,Influencer -> Lead -> Lead,Last Touch,10,1
2192,8871,48,MQL,2024-06-27,9247,39741,70942,Social Media -> Lead -> Lead,Time Decay,9,342
2193,8873,17,SQL,2023-10-07,3243,23819,74066,Events -> Lead -> Upsell,Last Touch,10,160
2194,8876,8,SQL,2024-08-27,1902,40260,86428,Influencer -> Lead -> Opportunity,Time Decay,7,133
2195,8877,17,Upsell,2024-02-01,1668,4149,96449,Events -> Lead -> Customer,Last Touch,1,104
2196,8879,50,Customer,2024-11-04,3857,49296,66994,Influencer -> Lead -> SQL,Position Based,5,210
2197,8882,39,Opportunity,2024-07-05,6530,17601,44526,Content Marketing -> Lead -> Customer,Last Touch,9,209
2198,8884,48,SQL,2024-02-16,4607,23912,18846,Social Media -> Lead -> Lead,Last Touch,2,135
2199,8889,20,Upsell,2024-09-19,4194,9836,11460,Influencer -> Lead -> Lead,Last Touch,6,128
2200,8891,21,Upsell,2024-08-03,6189,37582,52117,Influencer -> Lead -> Lead,First Touch,9,58
2201,8897,28,MQL,2024-12-22,2031,32363,59646,Display -> Lead -> MQL,Time Decay,2,290
2202,8898,8,MQL,2024-06-16,4568,2507,2493,Influencer -> Lead -> Opportunity,Time Decay,3,341
2203,8914,28,Upsell,2024-12-19,3625,39699,53533,Display -> Lead -> Upsell,Last Touch,2,152
2204,8915,41,SQL,2024-06-26,5162,47141,42359,Events -> Lead -> Upsell,First Touch,10,128
2205,8921,17,Upsell,2024-01-01,9996,34611,48526,Events -> Lead -> Upsell,Last Touch,5,46
2206,8929,38,SQL,2024-02-11,9239,29534,21447,Direct Mail -> Lead -> SQL,Time Decay,9,96
2207,8933,19,Opportunity,2024-04-22,4448,27119,35605,Influencer -> Lead -> Opportunity,Time Decay,4,23
2208,8944,2,MQL,2024-04-24,2857,30216,1120,Direct Mail -> Lead -> Upsell,Last Touch,1,170
2209,8947,3,SQL,2024-01-30,3830,8117,19171,Influencer -> Lead -> SQL,Last Touch,4,312
2210,8951,17,SQL,2024-11-10,6340,20541,85960,Events -> Lead -> Opportunity,Linear,7,171
2211,8959,21,Customer,2024-01-03,4278,20692,36009,Influencer -> Lead -> Upsell,Time Decay,10,114
2212,8961,9,MQL,2024-01-31,9739,31090,41288,Webinars -> Lead -> SQL,Time Decay,9,159
2213,8962,6,Opportunity,2024-12-16,6427,31016,54382,SEO -> Lead -> Upsell,Last Touch,5,130
2214,8963,44,Opportunity,2024-01-24,6206,29990,68831,Influencer -> Lead -> Lead,Last Touch,6,78
2215,8977,8,Upsell,2024-12-27,7611,32453,19452,Influencer -> Lead -> Customer,Time Decay,10,41
2216,8979,43,Lead,2024-01-14,3682,15168,5715,Social Media -> Lead -> Lead,Linear,2,217
2217,8993,33,Opportunity,2024-11-06,4460,20327,14316,Display -> Lead -> SQL,First Touch,8,151
2218,8995,41,MQL,2024-06-18,3123,11842,53533,Events -> Lead -> Opportunity,Position Based,8,237
2219,8996,31,Opportunity,2024-09-19,4777,33335,33059,Paid Search -> Lead -> Customer,Time Decay,3,281
2220,9004,21,MQL,2023-05-31,4058,46163,7733,Influencer -> Lead -> Opportunity,First Touch,4,353
2221,9012,2,Customer,2024-07-14,2347,4643,59577,Direct Mail -> Lead -> Upsell,Last Touch,6,165
2222,9015,28,Opportunity,2024-12-23,1371,23209,67823,Display -> Lead -> SQL,Linear,10,235
2223,9017,19,MQL,2024-11-25,6158,30315,95921,Influencer -> Lead -> MQL,Linear,3,194
2224,9020,22,Customer,2024-09-25,1122,1015,89793,Display -> Lead -> SQL,Last Touch,8,74
2225,9026,48,Upsell,2024-08-08,4924,42617,2619,Social Media -> Lead -> Upsell,Position Based,1,220
2226,9030,37,Customer,2024-11-18,9460,20701,46408,Events -> Lead -> Customer,Time Decay,5,192
2227,9033,42,MQL,2024-05-27,2965,30994,21093,Direct Mail -> Lead -> Customer,First Touch,3,297
2228,9034,27,MQL,2024-09-08,8427,14599,66815,SEO -> Lead -> SQL,Position Based,10,320
2229,9037,6,MQL,2024-10-23,5776,31062,50818,SEO -> Lead -> Customer,Last Touch,3,289
2230,9039,5,Upsell,2024-10-01,189,41631,69517,Influencer -> Lead -> SQL,Linear,3,2
2231,9042,29,Lead,2024-10-02,6072,27283,71494,Influencer -> Lead -> Upsell,Time Decay,3,250
2232,9043,46,Upsell,2023-11-27,2862,40256,84531,Social Media -> Lead -> MQL,Last Touch,1,285
2233,9044,42,Upsell,2024-03-17,6518,47211,22483,Direct Mail -> Lead -> MQL,Last Touch,1,139
2234,9045,5,Opportunity,2024-05-18,6857,46237,97464,Influencer -> Lead -> Upsell,Time Decay,8,9
2235,9047,16,MQL,2024-10-03,4490,34884,91832,Paid Search -> Lead -> SQL,First Touch,1,117
2236,9049,30,Upsell,2024-06-22,2241,16572,85024,Influencer -> Lead -> MQL,Position Based,8,136
2237,9058,34,Upsell,2024-10-16,8949,3769,35969,Events -> Lead -> Lead,First Touch,9,97
2238,9059,5,MQL,2024-07-07,5236,27179,45931,Influencer -> Lead -> Customer,Position Based,2,230
2239,9060,24,Customer,2023-10-14,7449,39723,19587,SEO -> Lead -> SQL,Last Touch,6,342
2240,9061,35,SQL,2024-12-02,8600,47263,86493,Events -> Lead -> MQL,Time Decay,6,360
2241,9062,46,Lead,2024-04-11,1326,4759,61618,Social Media -> Lead -> Lead,First Touch,2,229
2242,9068,23,Customer,2024-12-29,1402,17929,87368,Webinars -> Lead -> SQL,Position Based,7,110
2243,9073,28,Lead,2024-12-29,9082,32837,71089,Display -> Lead -> Lead,First Touch,9,96
2244,9074,40,MQL,2023-06-13,5573,42115,9950,Email -> Lead -> MQL,Linear,3,130
2245,9075,22,MQL,2024-07-12,8292,34819,93591,Display -> Lead -> MQL,Last Touch,3,259
2246,9076,8,MQL,2024-01-16,7003,25970,9123,Influencer -> Lead -> Customer,First Touch,8,34
2247,9092,24,Lead,2023-12-27,4617,35919,12655,SEO -> Lead -> Upsell,Position Based,2,264
2248,9093,39,Customer,2023-11-19,8370,29292,19257,Content Marketing -> Lead -> Upsell,Position Based,10,236
2249,9098,5,SQL,2024-09-18,7624,13398,10478,Influencer -> Lead -> Upsell,Last Touch,7,105
2250,9099,24,Upsell,2024-06-05,2657,46504,97219,SEO -> Lead -> Upsell,Linear,1,204
2251,9100,15,Lead,2024-01-30,5788,38777,95202,Paid Search -> Lead -> Upsell,Last Touch,3,121
2252,9103,26,Opportunity,2024-05-04,5426,39313,44012,SEO -> Lead -> Lead,Position Based,9,344
2253,9110,6,Customer,2024-09-24,3598,48755,83184,SEO -> Lead -> SQL,Time Decay,8,12
2254,9117,43,Opportunity,2024-04-04,9954,2216,90346,Social Media -> Lead -> Lead,Position Based,4,268
2255,9119,20,Customer,2024-07-31,2907,45673,66248,Influencer -> Lead -> Upsell,First Touch,1,265
2256,9125,28,Customer,2024-12-22,7648,20351,86075,Display -> Lead -> Customer,Linear,7,43
2257,9129,44,Customer,2024-02-08,4757,7002,10138,Influencer -> Lead -> Upsell,First Touch,4,326
2258,9131,17,MQL,2024-07-27,7728,16943,12805,Events -> Lead -> Customer,Linear,5,182
2259,9133,1,Customer,2024-11-16,6019,10131,49553,Display -> Lead -> MQL,Position Based,4,87
2260,9139,31,MQL,2024-07-22,2870,32113,56149,Paid Search -> Lead -> MQL,Last Touch,1,253
2261,9141,3,Opportunity,2024-08-13,4618,38033,14754,Influencer -> Lead -> MQL,Last Touch,6,243
2262,9143,48,MQL,2023-10-11,8931,22067,49278,Social Media -> Lead -> Upsell,Last Touch,9,184
2263,9149,35,Upsell,2024-12-25,2997,14868,45335,Events -> Lead -> Lead,Last Touch,2,315
2264,9151,2,Customer,2024-08-17,652,2098,62411,Direct Mail -> Lead -> Upsell,Linear,8,9
2265,9156,24,SQL,2024-11-06,2965,4510,30067,SEO -> Lead -> Customer,Time Decay,7,342
2266,9159,3,Opportunity,2023-06-10,5457,45894,52091,Influencer -> Lead -> Lead,Time Decay,9,59
2267,9161,37,Lead,2024-11-21,1189,48747,41732,Events -> Lead -> Opportunity,Last Touch,6,3
2268,9162,2,MQL,2024-10-04,8630,6305,61803,Direct Mail -> Lead -> MQL,Linear,6,29
2269,9170,23,Opportunity,2024-12-22,3694,26183,44633,Webinars -> Lead -> Opportunity,Time Decay,3,301
2270,9171,48,Upsell,2024-02-29,6332,30893,65480,Social Media -> Lead -> MQL,Position Based,9,133
2271,9174,27,MQL,2024-02-14,3884,17297,94660,SEO -> Lead -> Lead,First Touch,5,53
2272,9175,6,Opportunity,2024-12-20,4138,23955,53969,SEO -> Lead -> Customer,Position Based,5,115
2273,9179,10,Lead,2024-10-06,5644,25677,63847,Social Media -> Lead -> SQL,Time Decay,6,122
2274,9180,4,Upsell,2024-11-23,751,1176,58211,Email -> Lead -> Customer,Linear,1,99
2275,9181,41,Customer,2024-11-08,5518,5496,40658,Events -> Lead -> Upsell,Last Touch,6,198
2276,9188,16,Customer,2024-10-11,524,46077,64064,Paid Search -> Lead -> Lead,Time Decay,8,324
2277,9209,15,MQL,2024-10-23,8652,44108,94907,Paid Search -> Lead -> Upsell,Last Touch,9,197
2278,9216,24,Customer,2024-08-25,7372,26281,54606,SEO -> Lead -> SQL,First Touch,1,50
2279,9218,17,Lead,2024-05-24,1333,5234,66306,Events -> Lead -> Upsell,Last Touch,1,1
2280,9230,17,MQL,2024-10-17,1537,40515,9072,Events -> Lead -> SQL,Last Touch,3,265
2281,9234,36,MQL,2024-07-22,2260,15121,50216,Direct Mail -> Lead -> Customer,Position Based,9,310
2282,9240,29,Upsell,2024-11-01,6294,37472,22249,Influencer -> Lead -> Upsell,Last Touch,9,270
2283,9244,16,Customer,2024-09-12,2741,43554,95887,Paid Search -> Lead -> MQL,Last Touch,1,228
2284,9247,18,MQL,2024-12-07,2936,27612,46615,Webinars -> Lead -> Upsell,Time Decay,2,256
2285,9254,29,Opportunity,2024-11-14,5663,23542,26687,Influencer -> Lead -> Upsell,Time Decay,10,1
2286,9258,37,SQL,2024-10-04,1646,35760,60978,Events -> Lead -> Opportunity,Time Decay,1,86
2287,9265,34,Lead,2024-08-03,7821,25523,49240,Events -> Lead -> MQL,Last Touch,9,140
2288,9266,33,Opportunity,2024-08-07,669,29431,64715,Display -> Lead -> SQL,Linear,5,289
2289,9269,16,SQL,2024-11-02,2041,49778,92640,Paid Search -> Lead -> SQL,Position Based,5,102
2290,9281,32,Upsell,2023-10-01,4336,7612,68217,Influencer -> Lead -> Customer,Position Based,1,21
2291,9286,46,Customer,2024-10-01,648,42207,22589,Social Media -> Lead -> Customer,Time Decay,10,326
2292,9291,42,Lead,2024-03-28,6706,43596,23464,Direct Mail -> Lead -> MQL,Linear,9,282
2293,9293,43,SQL,2023-09-22,1405,43808,19331,Social Media -> Lead -> MQL,Position Based,6,346
2294,9301,26,Upsell,2024-07-17,2967,2101,55910,SEO -> Lead -> Upsell,Linear,7,180
2295,9305,17,Opportunity,2024-10-21,5445,9223,53255,Events -> Lead -> Upsell,Linear,9,99
