attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
11171,2235,16,First Touch,0.86,21279.239999999998,3,308,29,0.98,Click
11172,2235,16,Last Touch,0.88,29651.399999999998,5,253,1,0.19,Conversion
11173,2235,16,Linear,1.0,18488.52,8,7,26,0.68,Engagement
11174,2235,16,Time Decay,0.67,13953.6,3,5,5,0.49,View
11175,2235,16,Position Based,0.66,20232.719999999998,3,202,21,0.73,Click
11176,2236,30,First Touch,0.29,5137.32,7,212,19,0.54,Conversion
11177,2236,30,Last Touch,0.36,9114.6,6,87,15,0.76,Conversion
11178,2236,30,Linear,0.87,14086.199999999999,3,152,19,0.81,Click
11179,2236,30,Time Decay,0.44,6463.08,1,63,11,0.22,Click
11180,2236,30,Position Based,0.72,7788.839999999999,9,126,28,0.2,Engagement
11181,2237,34,First Touch,0.85,2299.09,2,182,13,0.25,Conversion
11182,2237,34,Last Touch,0.2,3241.34,2,173,4,0.58,View
11183,2237,34,Linear,0.71,2148.33,10,5,6,0.34,Conversion
11184,2237,34,Time Decay,0.61,3241.34,9,63,3,0.55,Engagement
11185,2237,34,Position Based,0.47,2110.6400000000003,9,297,2,0.7,Click
11186,2238,5,First Touch,0.35,23102.149999999998,1,209,21,0.54,View
11187,2238,5,Last Touch,0.42,24461.100000000002,3,213,5,0.51,Engagement
11188,2238,5,Linear,0.33,15220.240000000002,8,70,16,0.18,Conversion
11189,2238,5,Time Decay,0.61,4892.22,8,36,8,0.55,Engagement
11190,2238,5,Position Based,0.96,7066.54,3,131,25,0.7,Click
11191,2239,24,First Touch,0.79,38531.31,7,310,11,0.64,Click
11192,2239,24,Last Touch,0.9,6752.910000000001,4,143,23,0.33,Engagement
11193,2239,24,Linear,0.64,4766.76,5,116,6,0.96,Engagement
11194,2239,24,Time Decay,0.41,28203.329999999998,6,126,21,0.61,Conversion
11195,2239,24,Position Based,0.84,5561.22,4,145,28,0.32,Conversion
11196,2240,35,First Touch,0.31,13706.269999999999,7,342,27,0.21,View
11197,2240,35,Last Touch,0.78,37810.4,3,33,29,0.92,Engagement
11198,2240,35,Linear,0.74,28830.43,3,17,4,0.37,Conversion
11199,2240,35,Time Decay,0.53,37337.770000000004,3,337,17,0.81,Click
11200,2240,35,Position Based,0.24,46317.74,9,197,3,0.77,Click
11201,2241,46,First Touch,0.73,1475.29,10,167,11,0.41,Engagement
11202,2241,46,Last Touch,0.62,4187.92,2,99,10,0.57,Click
11203,2241,46,Linear,0.64,761.44,6,116,9,0.7,View
11204,2241,46,Time Decay,0.38,3283.7099999999996,4,171,27,0.83,Engagement
11205,2241,46,Position Based,0.37,1522.88,4,129,23,0.11,Click
11206,2242,23,First Touch,0.5,5916.570000000001,4,355,19,0.5,Conversion
11207,2242,23,Last Touch,0.26,8785.21,4,357,6,0.62,Engagement
11208,2242,23,Linear,0.11,3585.8,4,138,28,0.57,Click
11209,2242,23,Time Decay,0.51,8605.92,10,19,15,0.34,Click
11210,2242,23,Position Based,0.28,17211.84,7,59,21,0.54,Click
11211,2243,28,First Touch,0.3,14448.28,9,231,26,0.55,Conversion
11212,2243,28,Last Touch,0.83,14119.91,9,142,10,0.43,View
11213,2243,28,Linear,0.59,13134.800000000001,4,181,12,0.1,Conversion
11214,2243,28,Time Decay,0.77,22985.899999999998,4,226,6,0.66,Engagement
11215,2243,28,Position Based,0.75,11492.949999999999,2,131,11,0.81,Engagement
11216,2244,40,First Touch,0.82,27374.75,3,58,30,0.19,Engagement
11217,2244,40,Last Touch,0.97,10949.9,2,203,30,0.14,Conversion
11218,2244,40,Linear,0.23,14319.1,7,135,17,0.38,Engagement
11219,2244,40,Time Decay,0.76,34113.15,5,60,29,0.28,Click
11220,2244,40,Position Based,0.56,10107.6,1,292,26,0.81,Click
11221,2245,22,First Touch,0.13,13927.6,5,83,29,0.71,Click
11222,2245,22,Last Touch,0.88,30640.72,10,170,1,0.5,Conversion
11223,2245,22,Linear,0.58,15320.36,3,48,26,0.25,Click
11224,2245,22,Time Decay,0.73,13927.6,2,163,17,0.66,View
11225,2245,22,Position Based,0.86,32381.670000000002,7,161,1,0.91,Conversion
11226,2246,8,First Touch,0.51,23892.4,4,56,13,0.63,Conversion
11227,2246,8,Last Touch,0.46,21295.399999999998,8,363,6,0.76,Engagement
11228,2246,8,Linear,0.95,14023.800000000001,8,38,20,0.54,View
11229,2246,8,Time Decay,0.93,11426.8,10,332,6,0.63,View
11230,2246,8,Position Based,0.95,12985.0,7,310,5,0.34,View
11231,2247,24,First Touch,0.31,32686.29,10,28,25,0.47,Conversion
11232,2247,24,Last Touch,0.17,7183.8,2,288,17,0.83,Click
11233,2247,24,Linear,0.97,34123.049999999996,4,254,4,0.72,Conversion
11234,2247,24,Time Decay,0.19,26939.25,3,75,2,0.8,Engagement
11235,2247,24,Position Based,0.47,27298.44,3,168,6,0.81,View
11236,2248,39,First Touch,0.88,17868.12,5,25,4,0.65,View
11237,2248,39,Last Touch,0.85,28413.239999999998,5,237,18,0.72,Click
11238,2248,39,Linear,0.6,24898.2,4,189,9,0.89,Engagement
11239,2248,39,Time Decay,0.45,24312.36,1,67,10,0.74,Engagement
11240,2248,39,Position Based,0.53,22847.760000000002,10,311,9,0.38,View
11241,2249,5,First Touch,0.94,5493.179999999999,8,158,3,0.61,View
11242,2249,5,Last Touch,0.89,10048.5,7,247,28,0.81,Click
11243,2249,5,Linear,0.19,11790.24,1,196,19,0.81,Click
11244,2249,5,Time Decay,0.97,3885.4199999999996,9,181,25,0.89,View
11245,2249,5,Position Based,0.4,11388.3,10,44,5,0.16,Engagement
11246,2250,24,First Touch,0.28,39063.36,4,95,11,0.69,Click
11247,2250,24,Last Touch,0.67,31157.68,7,78,11,0.47,View
11248,2250,24,Linear,0.63,16741.44,8,194,24,0.69,View
11249,2250,24,Time Decay,0.53,7905.68,5,138,27,0.5,Engagement
11250,2250,24,Position Based,0.75,24182.08,6,100,21,0.65,Conversion
11251,2251,15,First Touch,0.37,15898.57,2,225,13,0.54,Engagement
11252,2251,15,Last Touch,0.3,27143.899999999998,4,327,20,0.64,Engagement
11253,2251,15,Linear,0.53,4265.47,2,163,30,0.63,View
11254,2251,15,Time Decay,0.47,31797.14,10,69,5,0.69,Click
11255,2251,15,Position Based,0.8,11633.1,9,320,20,0.12,Conversion
11256,2252,26,First Touch,0.56,33809.18,9,199,2,0.72,Engagement
11257,2252,26,Last Touch,0.33,25553.45,8,128,16,0.44,Engagement
11258,2252,26,Linear,0.74,22408.41,9,239,14,0.45,Click
11259,2252,26,Time Decay,0.51,34595.44,4,102,22,0.94,View
11260,2252,26,Position Based,0.34,29091.62,9,142,23,0.2,View
11261,2253,6,First Touch,0.42,29740.55,4,347,11,0.51,Conversion
11262,2253,6,Last Touch,0.53,28277.899999999998,8,39,17,0.78,Engagement
11263,2253,6,Linear,0.34,41441.75,3,104,26,0.92,Click
11264,2253,6,Time Decay,0.13,6825.700000000001,2,172,26,0.98,Click
11265,2253,6,Position Based,0.14,4875.5,9,168,5,0.21,Click
11266,2254,43,First Touch,0.7,1595.52,6,250,19,0.57,Click
11267,2254,43,Last Touch,0.74,1927.92,2,284,6,0.31,Conversion
11268,2254,43,Linear,0.27,952.88,3,364,11,0.38,View
11269,2254,43,Time Decay,0.36,310.24,6,57,16,0.51,Conversion
11270,2254,43,Position Based,0.4,731.2800000000001,3,226,3,0.83,Engagement
11271,2255,20,First Touch,0.3,27403.8,6,179,5,0.26,View
11272,2255,20,Last Touch,0.39,16442.28,3,46,27,0.66,Engagement
11273,2255,20,Linear,0.63,42019.16,3,163,8,0.4,Click
11274,2255,20,Time Decay,0.29,24206.690000000002,5,49,28,0.5,Click
11275,2255,20,Position Based,0.14,39735.51,1,90,24,0.68,Conversion
11276,2256,28,First Touch,1.0,13228.15,4,216,4,0.28,View
11277,2256,28,Last Touch,0.66,13838.68,8,216,19,1.0,Engagement
11278,2256,28,Linear,0.89,9157.95,3,162,28,0.49,Conversion
11279,2256,28,Time Decay,0.6,2238.61,4,141,17,0.92,Click
11280,2256,28,Position Based,0.21,7529.87,7,184,5,0.23,Conversion
11281,2257,44,First Touch,0.43,1750.5,3,16,9,0.88,Conversion
11282,2257,44,Last Touch,0.81,3921.1200000000003,7,357,27,0.16,View
11283,2257,44,Linear,0.97,3080.88,8,288,2,0.22,Engagement
11284,2257,44,Time Decay,0.24,6861.96,6,118,27,0.74,Conversion
11285,2257,44,Position Based,0.69,5951.7,8,57,11,0.84,Conversion
11286,2258,17,First Touch,1.0,3727.46,7,137,14,0.9,View
11287,2258,17,Last Touch,0.22,1863.73,4,124,4,0.27,Click
11288,2258,17,Linear,0.74,8132.639999999999,5,258,2,0.46,Conversion
11289,2258,17,Time Decay,0.45,14909.84,9,91,10,0.26,Engagement
11290,2258,17,Position Based,0.81,7624.35,3,190,4,0.64,View
11291,2259,1,First Touch,0.17,6179.91,7,216,27,0.62,Engagement
11292,2259,1,Last Touch,0.36,9725.76,2,306,9,0.73,View
11293,2259,1,Linear,0.94,9523.14,4,255,27,0.42,Click
11294,2259,1,Time Decay,0.71,2127.5099999999998,4,26,21,0.13,Conversion
11295,2259,1,Position Based,0.27,8813.97,9,40,4,0.98,Click
11296,2260,31,First Touch,0.98,6743.73,10,154,17,0.6,View
11297,2260,31,Last Touch,0.41,10597.29,5,237,21,0.77,Conversion
11298,2260,31,Linear,0.57,14129.72,1,227,26,0.17,View
11299,2260,31,Time Decay,0.84,13487.46,9,267,6,0.27,Click
11300,2260,31,Position Based,0.46,32113.0,5,349,13,0.87,Click
11301,2261,3,First Touch,0.41,10268.91,2,256,28,0.84,View
11302,2261,3,Last Touch,0.92,15593.529999999999,5,18,7,0.35,Conversion
11303,2261,3,Linear,0.64,10268.91,5,230,9,0.28,Engagement
11304,2261,3,Time Decay,0.68,25862.440000000002,3,206,12,0.89,Engagement
11305,2261,3,Position Based,1.0,27003.43,8,298,5,0.75,Click
11306,2262,48,First Touch,0.7,7723.45,3,204,25,0.84,Engagement
11307,2262,48,Last Touch,0.25,15005.560000000001,5,226,14,0.89,View
11308,2262,48,Linear,0.85,6840.7699999999995,1,140,6,0.61,Click
11309,2262,48,Time Decay,0.77,3089.38,3,83,30,0.76,View
11310,2262,48,Position Based,0.78,6178.76,8,268,20,0.86,Click
11311,2263,35,First Touch,0.95,6095.879999999999,1,177,26,0.43,Conversion
11312,2263,35,Last Touch,0.33,6095.879999999999,2,31,17,0.72,Conversion
11313,2263,35,Linear,0.69,3270.96,9,333,21,0.42,Conversion
11314,2263,35,Time Decay,0.99,3270.96,3,175,21,0.22,Engagement
11315,2263,35,Position Based,0.77,6244.5599999999995,5,353,18,0.6,Engagement
11316,2264,2,First Touch,0.29,986.06,10,192,4,0.89,Click
11317,2264,2,Last Touch,0.5,1384.68,8,323,5,0.21,Engagement
11318,2264,2,Linear,0.39,1552.52,4,126,17,0.92,View
11319,2264,2,Time Decay,0.38,1153.9,8,108,7,0.22,Click
11320,2264,2,Position Based,0.98,1049.0,2,263,21,0.59,Click
11321,2265,24,First Touch,0.74,3337.4,5,17,12,0.22,Click
11322,2265,24,Last Touch,0.74,811.8,9,237,10,0.94,View
11323,2265,24,Linear,0.33,3066.8,5,31,30,0.34,Click
11324,2265,24,Time Decay,0.99,1307.8999999999999,7,137,16,0.71,Conversion
11325,2265,24,Position Based,0.79,2931.5,8,278,26,0.63,View
11326,2266,3,First Touch,0.12,16980.78,2,335,26,0.6,Engagement
11327,2266,3,Last Touch,0.5,24782.760000000002,9,185,8,0.98,Click
11328,2266,3,Linear,0.69,18816.539999999997,6,53,5,0.85,Click
11329,2266,3,Time Decay,0.47,20652.3,5,208,20,0.12,Click
11330,2266,3,Position Based,0.86,8719.86,8,341,17,0.82,Conversion
11331,2267,37,First Touch,0.38,25835.91,2,86,29,0.8,Conversion
11332,2267,37,Last Touch,0.6,19498.8,8,200,25,0.58,Engagement
11333,2267,37,Linear,0.92,46309.65,2,244,2,0.47,Click
11334,2267,37,Time Decay,0.28,42897.36,10,35,6,0.87,View
11335,2267,37,Position Based,0.29,27298.320000000003,8,219,3,0.87,View
11336,2268,2,First Touch,0.7,1702.3500000000001,1,354,24,0.45,Engagement
11337,2268,2,Last Touch,0.54,3719.95,3,81,6,0.51,View
11338,2268,2,Linear,0.31,6052.8,7,97,29,0.77,Conversion
11339,2268,2,Time Decay,0.81,3719.95,9,353,15,0.12,Click
11340,2268,2,Position Based,0.48,4035.2000000000003,8,312,5,0.19,Conversion
11341,2269,23,First Touch,0.13,17018.95,9,308,16,0.83,Engagement
11342,2269,23,Last Touch,0.58,15709.8,10,144,5,0.47,View
11343,2269,23,Linear,0.48,9949.54,8,267,10,0.69,Conversion
11344,2269,23,Time Decay,0.57,17018.95,4,279,2,0.56,View
11345,2269,23,Position Based,0.52,8116.73,10,139,4,0.28,View
11346,2270,48,First Touch,0.5,10194.69,6,68,1,0.78,Click
11347,2270,48,Last Touch,0.24,26876.91,9,71,3,0.13,Click
11348,2270,48,Linear,0.97,10503.62,5,190,4,0.41,Conversion
11349,2270,48,Time Decay,0.44,4016.09,3,205,8,0.72,Engagement
11350,2270,48,Position Based,0.44,17609.01,6,135,3,0.77,View
11351,2271,27,First Touch,0.84,2594.5499999999997,3,196,12,0.48,Engagement
11352,2271,27,Last Touch,0.76,6399.89,1,290,11,0.95,Click
11353,2271,27,Linear,0.37,5189.099999999999,5,305,27,0.34,Click
11354,2271,27,Time Decay,0.41,4324.25,5,313,13,0.66,View
11355,2271,27,Position Based,0.51,14529.48,10,70,27,0.9,Engagement
11356,2272,6,First Touch,0.56,3353.7000000000003,1,161,6,0.33,View
11357,2272,6,Last Touch,0.6,6228.3,10,203,22,0.35,View
11358,2272,6,Linear,0.89,17008.05,1,250,2,0.35,Conversion
11359,2272,6,Time Decay,0.94,8384.25,1,76,24,0.26,View
11360,2272,6,Position Based,0.57,13654.349999999999,7,258,10,0.57,View
11361,2273,10,First Touch,0.55,10014.03,6,167,4,0.31,Engagement
11362,2273,10,Last Touch,0.98,10527.57,8,225,25,0.97,Conversion
11363,2273,10,Linear,0.52,21311.91,8,238,7,0.48,View
11364,2273,10,Time Decay,0.74,12838.5,10,207,21,0.33,View
11365,2273,10,Position Based,0.76,9500.49,10,35,22,0.34,View
11366,2274,4,First Touch,0.64,529.2,7,332,8,0.57,Conversion
11367,2274,4,Last Touch,0.36,376.32,9,117,1,0.12,Conversion
11368,2274,4,Linear,0.9,764.4,1,211,21,0.22,Engagement
11369,2274,4,Time Decay,0.2,658.5600000000001,10,143,6,0.93,View
11370,2274,4,Position Based,0.16,952.5600000000001,7,136,2,0.57,Engagement
11371,2275,41,First Touch,0.69,2363.2799999999997,9,125,4,0.22,View
11372,2275,41,Last Touch,0.99,1209.1200000000001,9,104,9,0.99,Engagement
11373,2275,41,Linear,0.97,4671.599999999999,5,320,2,0.96,Engagement
11374,2275,41,Time Decay,0.52,659.52,6,335,16,0.63,Conversion
11375,2275,41,Position Based,0.36,3902.16,4,271,3,0.79,Click
11376,2276,16,First Touch,0.8,12901.560000000001,7,272,25,0.4,Conversion
11377,2276,16,Last Touch,0.31,44233.92,2,73,17,0.5,Conversion
11378,2276,16,Linear,0.95,11519.25,3,239,25,0.34,Conversion
11379,2276,16,Time Decay,0.83,29950.05,4,217,16,0.12,Engagement
11380,2276,16,Position Based,0.61,7372.32,4,101,18,0.18,Conversion
11381,2277,15,First Touch,0.17,7057.28,4,68,24,0.5,Click
11382,2277,15,Last Touch,0.81,33081.0,4,140,2,0.24,View
11383,2277,15,Linear,0.84,29552.36,2,1,10,0.28,View
11384,2277,15,Time Decay,0.18,13673.48,1,124,10,0.55,View
11385,2277,15,Position Based,0.38,6175.120000000001,1,116,18,0.83,Click
11386,2278,24,First Touch,0.88,11826.45,5,299,27,0.18,Conversion
11387,2278,24,Last Touch,0.52,9723.97,6,342,22,0.78,Engagement
11388,2278,24,Linear,0.15,16031.41,6,190,1,0.22,Click
11389,2278,24,Time Decay,0.63,4730.58,10,325,8,0.82,View
11390,2278,24,Position Based,0.55,3416.53,3,259,4,0.61,Engagement
11391,2279,17,First Touch,0.46,4501.24,7,331,25,0.71,Engagement
11392,2279,17,Last Touch,0.5,4291.88,1,195,27,0.14,Conversion
11393,2279,17,Linear,0.13,4134.860000000001,3,50,29,0.84,View
11394,2279,17,Time Decay,0.54,2407.6400000000003,4,186,21,0.75,Click
11395,2279,17,Position Based,0.92,732.7600000000001,9,42,4,0.3,Click
11396,2280,17,First Touch,0.86,21472.95,10,69,4,0.42,View
11397,2280,17,Last Touch,0.63,8913.3,7,359,13,0.42,View
11398,2280,17,Linear,0.57,7292.7,4,233,21,0.41,View
11399,2280,17,Time Decay,0.75,25929.600000000002,4,28,23,0.41,Engagement
11400,2280,17,Position Based,0.77,14990.55,10,84,9,0.98,Conversion
11401,2281,36,First Touch,0.11,3326.62,3,41,1,0.56,Click
11402,2281,36,Last Touch,0.31,8921.39,6,213,4,0.38,View
11403,2281,36,Linear,0.58,6955.66,10,179,22,0.42,View
11404,2281,36,Time Decay,0.42,14667.369999999999,1,147,13,0.22,Conversion
11405,2281,36,Position Based,0.33,11794.380000000001,6,18,14,0.38,View
11406,2282,29,First Touch,0.16,20234.88,6,62,28,0.26,View
11407,2282,29,Last Touch,0.58,7869.12,2,245,13,0.12,View
11408,2282,29,Linear,0.4,3747.2000000000003,10,85,26,0.5,Conversion
11409,2282,29,Time Decay,0.83,19860.16,7,243,27,0.35,Conversion
11410,2282,29,Position Based,0.78,29228.16,3,301,21,0.72,Click
11411,2283,16,First Touch,0.99,20905.92,5,250,18,0.11,View
11412,2283,16,Last Touch,0.87,28310.100000000002,7,74,21,0.86,Click
11413,2283,16,Linear,0.67,24825.78,7,220,13,0.31,Engagement
11414,2283,16,Time Decay,0.74,24825.78,8,342,22,0.32,Click
11415,2283,16,Position Based,0.26,36149.82,3,294,15,0.14,Conversion
11416,2284,18,First Touch,0.28,19052.28,8,355,6,0.21,View
11417,2284,18,Last Touch,0.44,3589.56,10,226,11,0.22,View
11418,2284,18,Linear,0.41,27059.76,10,200,17,0.2,Engagement
11419,2284,18,Time Decay,0.13,25955.28,8,52,18,0.99,Engagement
11420,2284,18,Position Based,0.45,24022.44,4,306,29,0.99,Click
11421,2285,29,First Touch,0.18,10358.48,9,209,5,0.28,View
11422,2285,29,Last Touch,0.42,12948.1,8,121,6,0.81,Conversion
11423,2285,29,Linear,0.17,17891.920000000002,8,207,22,0.73,Engagement
11424,2285,29,Time Decay,0.71,20481.54,6,11,16,0.52,Engagement
11425,2285,29,Position Based,0.1,18362.760000000002,8,191,11,0.75,Engagement
11426,2286,37,First Touch,0.27,12516.0,5,277,5,0.79,Conversion
11427,2286,37,Last Touch,0.62,11443.2,9,234,28,0.92,Conversion
11428,2286,37,Linear,0.51,30753.6,6,27,19,0.63,Conversion
11429,2286,37,Time Decay,0.95,32184.0,10,170,5,0.3,Click
11430,2286,37,Position Based,0.69,3576.0,9,182,10,0.97,Conversion
11431,2287,34,First Touch,0.54,23736.390000000003,8,273,23,0.91,Click
11432,2287,34,Last Touch,0.68,18121.329999999998,7,120,16,0.32,Engagement
11433,2287,34,Linear,0.86,20163.170000000002,5,30,16,0.88,Conversion
11434,2287,34,Time Decay,0.72,19142.25,10,157,21,0.8,Conversion
11435,2287,34,Position Based,0.4,7912.13,8,323,7,0.64,Engagement
11436,2288,33,First Touch,0.37,22661.87,3,59,20,0.46,View
11437,2288,33,Last Touch,0.1,4414.65,7,205,22,0.62,Conversion
11438,2288,33,Linear,0.71,22073.25,10,193,12,0.56,Click
11439,2288,33,Time Decay,0.99,12066.71,5,325,1,0.14,View
11440,2288,33,Position Based,0.7,15304.12,2,161,26,0.11,Engagement
11441,2289,16,First Touch,0.62,29369.019999999997,8,181,18,0.44,Conversion
11442,2289,16,Last Touch,0.75,8960.039999999999,5,275,10,0.95,Click
11443,2289,16,Linear,0.43,16426.74,1,46,26,0.51,Click
11444,2289,16,Time Decay,0.26,4977.8,2,19,9,0.53,View
11445,2289,16,Position Based,0.66,17920.079999999998,6,266,11,0.9,View
11446,2290,32,First Touch,0.84,4567.2,2,178,19,0.6,Conversion
11447,2290,32,Last Touch,0.29,5404.5199999999995,8,209,5,0.45,Conversion
11448,2290,32,Linear,0.7,913.4399999999999,6,195,3,0.49,Engagement
11449,2290,32,Time Decay,0.47,2968.6800000000003,2,95,8,0.69,Engagement
11450,2290,32,Position Based,0.88,3729.88,7,76,21,0.19,View
11451,2291,46,First Touch,0.47,32077.32,6,130,26,0.49,Conversion
11452,2291,46,Last Touch,0.51,21525.57,9,11,4,0.63,Engagement
11453,2291,46,Linear,0.58,20259.36,10,86,4,0.16,Conversion
11454,2291,46,Time Decay,0.25,22791.780000000002,9,178,28,0.99,Conversion
11455,2291,46,Position Based,0.92,37564.23,1,295,30,0.68,Click
11456,2292,42,First Touch,0.89,32697.0,6,317,16,0.78,Click
11457,2292,42,Last Touch,0.42,29645.280000000002,7,121,26,0.63,Engagement
11458,2292,42,Linear,0.67,33568.92,3,174,3,0.58,Conversion
11459,2292,42,Time Decay,0.48,37928.52,2,152,10,0.59,Engagement
11460,2292,42,Position Based,0.17,15694.56,7,223,18,0.84,View
11461,2293,43,First Touch,0.53,30665.6,6,364,7,0.87,View
11462,2293,43,Last Touch,0.46,6133.120000000001,1,155,27,0.47,Conversion
11463,2293,43,Linear,0.69,23656.320000000003,1,284,13,0.33,Click
11464,2293,43,Time Decay,0.23,40303.36,8,55,11,0.41,Conversion
11465,2293,43,Position Based,0.91,7447.360000000001,4,178,6,0.65,Engagement
11466,2294,26,First Touch,0.45,1995.9499999999998,5,37,19,0.86,Conversion
11467,2294,26,Last Touch,0.8,1869.89,6,151,21,0.97,View
11468,2294,26,Linear,0.37,1659.79,8,271,26,0.75,Conversion
11469,2294,26,Time Decay,0.82,378.18,7,267,6,0.24,Click
11470,2294,26,Position Based,0.13,924.44,8,94,14,0.71,View
11471,2295,17,First Touch,0.71,3504.7400000000002,4,347,29,0.19,View
11472,2295,17,Last Touch,0.98,2859.13,3,324,10,0.17,Conversion
11473,2295,17,Linear,0.75,5257.11,8,81,4,0.63,Conversion
11474,2295,17,Time Decay,0.98,2674.6699999999996,1,36,2,0.9,Conversion
11475,2295,17,Position Based,0.97,2305.75,2,111,5,0.68,View
11476,2296,28,First Touch,0.42,642.4,2,131,29,0.3,Click
11477,2296,28,Last Touch,0.61,642.4,5,198,6,0.57,Engagement
11478,2296,28,Linear,0.36,308.0,4,39,20,0.45,Conversion
11479,2296,28,Time Decay,0.46,580.8000000000001,7,293,16,0.21,Engagement
11480,2296,28,Position Based,0.38,246.40000000000003,10,151,12,0.69,Engagement
11481,2297,4,First Touch,0.78,20065.5,8,14,21,0.2,Click
11482,2297,4,Last Touch,0.43,23887.5,4,90,13,0.14,Engagement
11483,2297,4,Linear,0.39,16721.25,7,334,3,0.45,View
11484,2297,4,Time Decay,0.17,5255.25,10,157,26,0.11,View
11485,2297,4,Position Based,0.84,17676.75,4,66,11,0.47,Engagement
11486,2298,11,First Touch,0.9,8422.01,9,277,23,0.11,Conversion
11487,2298,11,Last Touch,0.48,10844.779999999999,7,93,17,0.57,View
11488,2298,11,Linear,0.89,11075.52,2,39,27,0.29,Click
11489,2298,11,Time Decay,0.91,8768.12,10,130,14,0.38,View
11490,2298,11,Position Based,0.78,11306.26,8,52,6,0.65,Conversion
11491,2299,4,First Touch,0.3,5584.32,9,316,9,0.54,Engagement
11492,2299,4,Last Touch,0.78,6027.52,2,16,11,0.88,View
11493,2299,4,Linear,0.19,4077.44,8,142,26,0.64,Engagement
11494,2299,4,Time Decay,0.86,7623.04,4,177,5,0.42,Conversion
11495,2299,4,Position Based,1.0,2127.36,10,255,12,0.46,Conversion
11496,2300,20,First Touch,0.96,2101.84,7,253,21,0.85,Click
11497,2300,20,Last Touch,0.34,3233.6000000000004,1,100,17,0.68,Conversion
11498,2300,20,Linear,0.27,767.98,6,337,1,0.14,View
11499,2300,20,Time Decay,0.35,848.8199999999999,6,199,30,0.31,View
11500,2300,20,Position Based,0.16,3476.12,2,231,3,0.86,Conversion
11501,2301,38,First Touch,0.11,3414.58,3,264,28,0.24,View
11502,2301,38,Last Touch,0.54,5121.87,3,190,21,0.16,Click
11503,2301,38,Linear,0.53,11425.71,6,7,11,0.65,Conversion
11504,2301,38,Time Decay,0.3,3677.2400000000002,8,102,20,0.29,View
11505,2301,38,Position Based,0.49,3414.58,9,205,6,0.48,View
11506,2302,28,First Touch,0.84,24496.57,8,242,2,0.14,View
11507,2302,28,Last Touch,0.67,7998.88,3,119,28,0.86,Conversion
11508,2302,28,Linear,0.44,8998.74,3,240,15,0.96,Conversion
11509,2302,28,Time Decay,0.42,26996.22,3,340,28,0.62,Engagement
11510,2302,28,Position Based,0.39,27996.08,3,116,6,0.94,Engagement
11511,2303,22,First Touch,0.3,15390.0,10,333,6,0.53,View
